ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,SalesOrderNumber,SalesAmount
319,20210105,20210105,20210105,227,288,SO43662,5248.764
270,20210105,20210105,20210105,227,288,SO43662,183.9382
253,20210105,20210105,20210105,227,288,SO43662,535.7424
310,20210105,20210105,20210105,227,288,SO43662,2146.962
322,20210105,20210105,20210105,227,288,SO43662,1258.3767
264,20210105,20210105,20210105,227,288,SO43662,183.9382
276,20210105,20210105,20210105,227,288,SO43662,356.898
285,20210105,20210105,20210105,227,288,SO43662,178.5808
334,20210105,20210105,20210105,227,288,SO43662,1258.3767
316,20210105,20210105,20210105,227,288,SO43662,874.794
322,20210105,20210105,20210105,510,282,SO43663,419.4589
345,20210105,20210105,20210105,397,286,SO43664,2039.994
348,20210105,20210105,20210105,397,286,SO43664,8099.976
229,20210105,20210105,20210105,397,286,SO43664,28.8404
235,20210105,20210105,20210105,397,286,SO43664,28.8404
350,20210105,20210105,20210105,397,286,SO43664,4049.988
344,20210105,20210105,20210105,397,286,SO43664,6119.982
346,20210105,20210105,20210105,397,286,SO43664,2039.994
351,20210105,20210105,20210105,397,286,SO43664,2024.994
220,20210105,20210105,20210105,146,289,SO43665,40.373
346,20210105,20210105,20210105,146,289,SO43665,2039.994
212,20210105,20210105,20210105,146,289,SO43665,20.1865
232,20210105,20210105,20210105,146,289,SO43665,57.6808
350,20210105,20210105,20210105,146,289,SO43665,4049.988
223,20210105,20210105,20210105,146,289,SO43665,10.373
348,20210105,20210105,20210105,146,289,SO43665,4049.988
351,20210105,20210105,20210105,146,289,SO43665,2024.994
218,20210105,20210105,20210105,146,289,SO43665,34.20
349,20210105,20210105,20210105,146,289,SO43665,2024.994
330,20210105,20210105,20210105,511,282,SO43666,419.4589
314,20210105,20210105,20210105,511,282,SO43666,2146.962
275,20210105,20210105,20210105,511,282,SO43666,356.898
317,20210105,20210105,20210105,511,282,SO43666,874.794
338,20210105,20210105,20210105,511,282,SO43666,838.9178
334,20210105,20210105,20210105,511,282,SO43666,419.4589
219,20210105,20210105,20210105,646,283,SO43667,17.10
346,20210105,20210105,20210105,646,283,SO43667,2039.994
351,20210105,20210105,20210105,646,283,SO43667,2024.994
348,20210105,20210105,20210105,646,283,SO43667,2024.994
317,20210105,20210105,20210105,514,288,SO43668,2624.382
314,20210105,20210105,20210105,514,288,SO43668,4293.924
322,20210105,20210105,20210105,514,288,SO43668,2936.2123
332,20210105,20210105,20210105,514,288,SO43668,2516.7534
232,20210105,20210105,20210105,514,288,SO43668,173.0424
272,20210105,20210105,20210105,514,288,SO43668,1103.6292
212,20210105,20210105,20210105,514,288,SO43668,40.373
220,20210105,20210105,20210105,514,288,SO43668,40.373
315,20210105,20210105,20210105,514,288,SO43668,1749.588
223,20210105,20210105,20210105,514,288,SO43668,20.746
270,20210105,20210105,20210105,514,288,SO43668,367.8764
316,20210105,20210105,20210105,514,288,SO43668,2624.382
324,20210105,20210105,20210105,514,288,SO43668,1258.3767
342,20210105,20210105,20210105,514,288,SO43668,838.9178
264,20210105,20210105,20210105,514,288,SO43668,551.8146
330,20210105,20210105,20210105,514,288,SO43668,838.9178
334,20210105,20210105,20210105,514,288,SO43668,838.9178
262,20210105,20210105,20210105,514,288,SO43668,367.8764
235,20210105,20210105,20210105,514,288,SO43668,28.8404
338,20210105,20210105,20210105,514,288,SO43668,838.9178
275,20210105,20210105,20210105,514,288,SO43668,1427.592
319,20210105,20210105,20210105,514,288,SO43668,5248.764
326,20210105,20210105,20210105,514,288,SO43668,1677.8356
285,20210105,20210105,20210105,514,288,SO43668,535.7424
229,20210105,20210105,20210105,514,288,SO43668,115.3616
253,20210105,20210105,20210105,514,288,SO43668,535.7424
215,20210105,20210105,20210105,514,288,SO43668,20.1865
276,20210105,20210105,20210105,514,288,SO43668,1070.694
328,20210105,20210105,20210105,514,288,SO43668,1258.3767
304,20210105,20210105,20210105,578,289,SO43669,714.7043
219,20210105,20210105,20210105,504,281,SO43670,5.70
218,20210105,20210105,20210105,504,281,SO43670,11.40
346,20210105,20210105,20210105,504,281,SO43670,4079.988
349,20210105,20210105,20210105,504,281,SO43670,2024.994
314,20210105,20210105,20210105,200,289,SO43671,2146.962
229,20210105,20210105,20210105,200,289,SO43671,57.6808
317,20210105,20210105,20210105,200,289,SO43671,874.794
338,20210105,20210105,20210105,200,289,SO43671,838.9178
275,20210105,20210105,20210105,200,289,SO43671,713.796
328,20210105,20210105,20210105,200,289,SO43671,838.9178
316,20210105,20210105,20210105,200,289,SO43671,1749.588
330,20210105,20210105,20210105,200,289,SO43671,838.9178
235,20210105,20210105,20210105,200,289,SO43671,28.8404
220,20210105,20210105,20210105,200,289,SO43671,20.1865
215,20210105,20210105,20210105,200,289,SO43671,20.1865
218,20210105,20210105,20210105,119,288,SO43672,34.20
349,20210105,20210105,20210105,119,288,SO43672,4049.988
347,20210105,20210105,20210105,119,288,SO43672,2039.994
315,20210105,20210105,20210105,618,281,SO43673,874.794
232,20210105,20210105,20210105,618,281,SO43673,86.5212
270,20210105,20210105,20210105,618,281,SO43673,183.9382
324,20210105,20210105,20210105,618,281,SO43673,838.9178
326,20210105,20210105,20210105,618,281,SO43673,419.4589
285,20210105,20210105,20210105,618,281,SO43673,357.1616
342,20210105,20210105,20210105,618,281,SO43673,838.9178
223,20210105,20210105,20210105,618,281,SO43673,5.1865
215,20210105,20210105,20210105,618,281,SO43673,40.373
220,20210105,20210105,20210105,618,281,SO43673,20.1865
212,20210105,20210105,20210105,618,281,SO43673,80.746
319,20210105,20210105,20210105,83,288,SO43674,2624.382
324,20210105,20210105,20210105,670,283,SO43675,1677.8356
220,20210105,20210105,20210105,670,283,SO43675,100.9325
285,20210105,20210105,20210105,670,283,SO43675,357.1616
215,20210105,20210105,20210105,670,283,SO43675,20.1865
326,20210105,20210105,20210105,670,283,SO43675,838.9178
319,20210105,20210105,20210105,670,283,SO43675,1749.588
223,20210105,20210105,20210105,670,283,SO43675,10.373
315,20210105,20210105,20210105,670,283,SO43675,874.794
232,20210105,20210105,20210105,670,283,SO43675,86.5212
349,20210105,20210105,20210105,17,281,SO43676,4049.988
351,20210105,20210105,20210105,17,281,SO43676,4049.988
219,20210105,20210105,20210105,17,281,SO43676,5.70
348,20210105,20210105,20210105,17,281,SO43676,6074.982
218,20210105,20210105,20210105,17,281,SO43676,22.80
232,20210105,20210105,20210105,679,284,SO43677,86.5212
314,20210105,20210105,20210105,679,284,SO43677,2146.962
319,20210105,20210105,20210105,679,284,SO43677,874.794
342,20210105,20210105,20210105,679,284,SO43677,419.4589
215,20210105,20210105,20210105,679,284,SO43677,40.373
322,20210105,20210105,20210105,679,284,SO43677,1677.8356
332,20210105,20210105,20210105,679,284,SO43677,838.9178
328,20210105,20210105,20210105,679,284,SO43677,419.4589
223,20210105,20210105,20210105,679,284,SO43677,25.9325
212,20210105,20210105,20210105,679,284,SO43677,20.1865
315,20210105,20210105,20210105,679,284,SO43677,874.794
270,20210105,20210105,20210105,679,284,SO43677,367.8764
322,20210105,20210105,20210105,203,287,SO43678,419.4589
285,20210105,20210105,20210105,203,287,SO43678,357.1616
332,20210105,20210105,20210105,203,287,SO43678,419.4589
275,20210105,20210105,20210105,203,287,SO43678,713.796
326,20210105,20210105,20210105,203,287,SO43678,1258.3767
324,20210105,20210105,20210105,203,287,SO43678,838.9178
223,20210105,20210105,20210105,203,287,SO43678,15.5595
215,20210105,20210105,20210105,203,287,SO43678,80.746
270,20210105,20210105,20210105,203,287,SO43678,367.8764
317,20210105,20210105,20210105,203,287,SO43678,874.794
262,20210105,20210105,20210105,203,287,SO43678,367.8764
235,20210105,20210105,20210105,203,287,SO43678,28.8404
342,20210105,20210105,20210105,203,287,SO43678,419.4589
319,20210105,20210105,20210105,203,287,SO43678,1749.588
232,20210105,20210105,20210105,203,287,SO43678,57.6808
315,20210105,20210105,20210105,203,287,SO43678,874.794
316,20210105,20210105,20210105,203,287,SO43678,874.794
220,20210105,20210105,20210105,203,287,SO43678,60.5595
212,20210105,20210105,20210105,203,287,SO43678,20.1865
322,20210105,20210105,20210105,480,284,SO43679,419.4589
342,20210105,20210105,20210105,480,284,SO43679,838.9178
232,20210105,20210105,20210105,480,284,SO43679,57.6808
322,20210105,20210105,20210105,491,287,SO43680,1258.3767
317,20210105,20210105,20210105,491,287,SO43680,1749.588
285,20210105,20210105,20210105,491,287,SO43680,357.1616
212,20210105,20210105,20210105,491,287,SO43680,80.746
270,20210105,20210105,20210105,491,287,SO43680,183.9382
220,20210105,20210105,20210105,491,287,SO43680,20.1865
232,20210105,20210105,20210105,491,287,SO43680,57.6808
262,20210105,20210105,20210105,491,287,SO43680,367.8764
319,20210105,20210105,20210105,491,287,SO43680,874.794
324,20210105,20210105,20210105,491,287,SO43680,419.4589
314,20210105,20210105,20210105,491,287,SO43680,4293.924
215,20210105,20210105,20210105,491,287,SO43680,40.373
332,20210105,20210105,20210105,491,287,SO43680,1258.3767
223,20210105,20210105,20210105,491,287,SO43680,15.5595
328,20210105,20210105,20210105,491,287,SO43680,419.4589
232,20210105,20210105,20210105,423,285,SO43681,173.0424
326,20210105,20210105,20210105,423,285,SO43681,2097.2945
275,20210105,20210105,20210105,423,285,SO43681,356.898
212,20210105,20210105,20210105,423,285,SO43681,20.1865
270,20210105,20210105,20210105,423,285,SO43681,183.9382
215,20210105,20210105,20210105,423,285,SO43681,40.373
342,20210105,20210105,20210105,423,285,SO43681,1258.3767
272,20210105,20210105,20210105,423,285,SO43681,367.8764
319,20210105,20210105,20210105,423,285,SO43681,2624.382
338,20210105,20210105,20210105,423,285,SO43681,419.4589
324,20210105,20210105,20210105,423,285,SO43681,838.9178
285,20210105,20210105,20210105,423,285,SO43681,357.1616
314,20210105,20210105,20210105,423,285,SO43681,2146.962
229,20210105,20210105,20210105,423,285,SO43681,57.6808
330,20210105,20210105,20210105,423,285,SO43681,838.9178
322,20210105,20210105,20210105,423,285,SO43681,838.9178
317,20210105,20210105,20210105,423,285,SO43681,874.794
235,20210105,20210105,20210105,423,285,SO43681,57.6808
220,20210105,20210105,20210105,423,285,SO43681,40.373
262,20210105,20210105,20210105,423,285,SO43681,183.9382
223,20210105,20210105,20210105,423,285,SO43681,10.373
319,20210105,20210105,20210105,486,281,SO43682,1749.588
326,20210105,20210105,20210105,486,281,SO43682,419.4589
322,20210105,20210105,20210105,486,281,SO43682,838.9178
342,20210105,20210105,20210105,486,281,SO43682,838.9178
232,20210105,20210105,20210105,486,281,SO43682,28.8404
349,20210105,20210105,20210105,506,289,SO43683,4049.988
232,20210105,20210105,20210105,506,289,SO43683,57.6808
346,20210105,20210105,20210105,506,289,SO43683,4079.988
347,20210105,20210105,20210105,506,289,SO43683,2039.994
215,20210105,20210105,20210105,506,289,SO43683,20.1865
220,20210105,20210105,20210105,506,289,SO43683,40.373
223,20210105,20210105,20210105,506,289,SO43683,15.5595
348,20210105,20210105,20210105,506,289,SO43683,8099.976
350,20210105,20210105,20210105,506,289,SO43683,12149.964
345,20210105,20210105,20210105,506,289,SO43683,2039.994
212,20210105,20210105,20210105,506,289,SO43683,60.5595
351,20210105,20210105,20210105,506,289,SO43683,10124.97
218,20210105,20210105,20210105,506,289,SO43683,34.20
315,20210105,20210105,20210105,549,285,SO43684,1749.588
326,20210105,20210105,20210105,549,285,SO43684,838.9178
322,20210105,20210105,20210105,549,285,SO43684,419.4589
319,20210105,20210105,20210105,549,285,SO43684,1749.588
342,20210105,20210105,20210105,549,285,SO43684,419.4589
328,20210105,20210105,20210105,549,285,SO43684,419.4589
332,20210105,20210105,20210105,458,285,SO43685,1258.3767
328,20210105,20210105,20210105,458,285,SO43685,419.4589
315,20210105,20210105,20210105,458,285,SO43685,874.794
262,20210105,20210105,20210105,458,285,SO43685,183.9382
319,20210105,20210105,20210105,344,289,SO43686,2624.382
326,20210105,20210105,20210105,344,289,SO43686,419.4589
342,20210105,20210105,20210105,344,289,SO43686,419.4589
338,20210105,20210105,20210105,269,281,SO43687,419.4589
332,20210105,20210105,20210105,269,281,SO43687,838.9178
262,20210105,20210105,20210105,161,281,SO43688,183.9382
322,20210105,20210105,20210105,161,281,SO43688,838.9178
326,20210105,20210105,20210105,161,281,SO43688,1258.3767
285,20210105,20210105,20210105,161,281,SO43688,178.5808
328,20210105,20210105,20210105,161,281,SO43688,419.4589
270,20210105,20210105,20210105,161,281,SO43688,367.8764
315,20210105,20210105,20210105,161,281,SO43688,1749.588
319,20210105,20210105,20210105,161,281,SO43688,1749.588
332,20210105,20210105,20210105,161,281,SO43688,1258.3767
342,20210105,20210105,20210105,161,281,SO43688,419.4589
314,20210105,20210105,20210105,161,281,SO43688,4293.924
330,20210105,20210105,20210105,166,283,SO43689,1258.3767
285,20210105,20210105,20210105,166,283,SO43689,357.1616
262,20210105,20210105,20210105,166,283,SO43689,367.8764
314,20210105,20210105,20210105,166,283,SO43689,2146.962
316,20210105,20210105,20210105,166,283,SO43689,1749.588
334,20210105,20210105,20210105,166,283,SO43689,1677.8356
342,20210105,20210105,20210105,166,283,SO43689,838.9178
322,20210105,20210105,20210105,166,283,SO43689,2936.2123
264,20210105,20210105,20210105,166,283,SO43689,551.8146
253,20210105,20210105,20210105,166,283,SO43689,178.5808
328,20210105,20210105,20210105,166,283,SO43689,2516.7534
270,20210105,20210105,20210105,166,283,SO43689,367.8764
272,20210105,20210105,20210105,166,283,SO43689,367.8764
275,20210105,20210105,20210105,166,283,SO43689,713.796
332,20210105,20210105,20210105,166,283,SO43689,2097.2945
338,20210105,20210105,20210105,166,283,SO43689,838.9178
324,20210105,20210105,20210105,166,283,SO43689,838.9178
319,20210105,20210105,20210105,166,283,SO43689,2624.382
310,20210105,20210105,20210105,166,283,SO43689,4293.924
326,20210105,20210105,20210105,166,283,SO43689,3775.1301
315,20210105,20210105,20210105,166,283,SO43689,3499.176
232,20210105,20210105,20210105,431,281,SO43690,28.8404
342,20210105,20210105,20210105,431,281,SO43690,419.4589
223,20210105,20210105,20210105,431,281,SO43690,10.373
322,20210105,20210105,20210105,431,281,SO43690,838.9178
319,20210105,20210105,20210105,292,283,SO43691,874.794
342,20210105,20210105,20210105,221,287,SO43692,2097.2945
262,20210105,20210105,20210105,221,287,SO43692,183.9382
315,20210105,20210105,20210105,221,287,SO43692,6998.352
272,20210105,20210105,20210105,221,287,SO43692,367.8764
232,20210105,20210105,20210105,221,287,SO43692,288.404
338,20210105,20210105,20210105,221,287,SO43692,419.4589
317,20210105,20210105,20210105,221,287,SO43692,3499.176
285,20210105,20210105,20210105,221,287,SO43692,357.1616
319,20210105,20210105,20210105,221,287,SO43692,6998.352
215,20210105,20210105,20210105,221,287,SO43692,60.5595
326,20210105,20210105,20210105,221,287,SO43692,2516.7534
275,20210105,20210105,20210105,221,287,SO43692,1070.694
223,20210105,20210105,20210105,221,287,SO43692,31.119
229,20210105,20210105,20210105,221,287,SO43692,115.3616
322,20210105,20210105,20210105,221,287,SO43692,2936.2123
316,20210105,20210105,20210105,221,287,SO43692,1749.588
235,20210105,20210105,20210105,221,287,SO43692,115.3616
332,20210105,20210105,20210105,221,287,SO43692,838.9178
330,20210105,20210105,20210105,221,287,SO43692,419.4589
314,20210105,20210105,20210105,221,287,SO43692,4293.924
334,20210105,20210105,20210105,221,287,SO43692,419.4589
253,20210105,20210105,20210105,221,287,SO43692,178.5808
324,20210105,20210105,20210105,221,287,SO43692,1258.3767
220,20210105,20210105,20210105,221,287,SO43692,60.5595
328,20210105,20210105,20210105,221,287,SO43692,419.4589
270,20210105,20210105,20210105,221,287,SO43692,367.8764
212,20210105,20210105,20210105,221,287,SO43692,80.746
264,20210105,20210105,20210105,221,287,SO43692,367.8764
235,20210105,20210105,20210105,485,281,SO43693,86.5212
346,20210105,20210105,20210105,485,281,SO43693,2039.994
218,20210105,20210105,20210105,485,281,SO43693,34.20
212,20210105,20210105,20210105,485,281,SO43693,40.373
344,20210105,20210105,20210105,485,281,SO43693,6119.982
215,20210105,20210105,20210105,485,281,SO43693,40.373
347,20210105,20210105,20210105,485,281,SO43693,2039.994
350,20210105,20210105,20210105,485,281,SO43693,6074.982
345,20210105,20210105,20210105,485,281,SO43693,2039.994
351,20210105,20210105,20210105,485,281,SO43693,2024.994
349,20210105,20210105,20210105,315,285,SO43694,6074.982
344,20210105,20210105,20210105,315,285,SO43694,6119.982
232,20210105,20210105,20210105,315,285,SO43694,57.6808
345,20210105,20210105,20210105,315,285,SO43694,2039.994
235,20210105,20210105,20210105,315,285,SO43694,86.5212
212,20210105,20210105,20210105,315,285,SO43694,20.1865
215,20210105,20210105,20210105,315,285,SO43694,20.1865
347,20210105,20210105,20210105,315,285,SO43694,2039.994
346,20210105,20210105,20210105,315,285,SO43694,4079.988
223,20210105,20210105,20210105,315,285,SO43694,5.1865
220,20210105,20210105,20210105,315,285,SO43694,100.9325
347,20210105,20210105,20210105,27,285,SO43695,4079.988
307,20210105,20210105,20210105,27,285,SO43695,1445.1898
304,20210105,20210105,20210105,27,285,SO43695,714.7043
293,20210105,20210105,20210105,27,285,SO43695,722.5949
350,20210105,20210105,20210105,27,285,SO43695,10124.97
351,20210105,20210105,20210105,27,285,SO43695,12149.964
218,20210105,20210105,20210105,27,285,SO43695,11.40
348,20210105,20210105,20210105,27,285,SO43695,10124.97
326,20210105,20210105,20210105,603,285,SO43696,419.4589
347,20210205,20210205,20210205,18,281,SO43843,4079.988
351,20210205,20210205,20210205,18,281,SO43843,4049.988
293,20210205,20210205,20210205,18,281,SO43843,1445.1898
350,20210205,20210205,20210205,18,281,SO43843,10124.97
307,20210205,20210205,20210205,18,281,SO43843,1445.1898
292,20210205,20210205,20210205,18,281,SO43843,818.70
300,20210205,20210205,20210205,18,281,SO43843,809.76
344,20210205,20210205,20210205,18,281,SO43843,4079.988
218,20210205,20210205,20210205,18,281,SO43843,11.40
349,20210205,20210205,20210205,18,281,SO43843,6074.982
348,20210205,20210205,20210205,353,288,SO43844,8099.976
349,20210205,20210205,20210205,353,288,SO43844,4049.988
350,20210205,20210205,20210205,353,288,SO43844,6074.982
351,20210205,20210205,20210205,353,288,SO43844,2024.994
262,20210205,20210205,20210205,206,285,SO43845,183.9382
232,20210205,20210205,20210205,206,285,SO43845,86.5212
342,20210205,20210205,20210205,206,285,SO43845,419.4589
328,20210205,20210205,20210205,206,285,SO43845,838.9178
324,20210205,20210205,20210205,206,285,SO43845,838.9178
315,20210205,20210205,20210205,206,285,SO43845,874.794
332,20210205,20210205,20210205,206,285,SO43845,838.9178
314,20210205,20210205,20210205,206,285,SO43845,4293.924
270,20210205,20210205,20210205,206,285,SO43845,183.9382
223,20210205,20210205,20210205,206,285,SO43845,20.746
270,20210205,20210205,20210205,318,284,SO43846,551.8146
223,20210205,20210205,20210205,318,284,SO43846,5.1865
285,20210205,20210205,20210205,318,284,SO43846,178.5808
262,20210205,20210205,20210205,318,284,SO43846,183.9382
232,20210205,20210205,20210205,210,284,SO43847,28.8404
223,20210205,20210205,20210205,210,284,SO43847,5.1865
319,20210205,20210205,20210205,210,284,SO43847,874.794
346,20210205,20210205,20210205,164,289,SO43848,2039.994
351,20210205,20210205,20210205,164,289,SO43848,2024.994
348,20210205,20210205,20210205,164,289,SO43848,2024.994
349,20210205,20210205,20210205,164,289,SO43848,8099.976
344,20210205,20210205,20210205,164,289,SO43848,4079.988
349,20210205,20210205,20210205,697,272,SO43849,4049.988
229,20210205,20210205,20210205,697,272,SO43849,28.8404
350,20210205,20210205,20210205,697,272,SO43849,4049.988
344,20210205,20210205,20210205,697,272,SO43849,4079.988
220,20210205,20210205,20210205,697,272,SO43849,20.1865
346,20210205,20210205,20210205,697,272,SO43849,2039.994
232,20210205,20210205,20210205,697,272,SO43849,115.3616
345,20210205,20210205,20210205,697,272,SO43849,2039.994
212,20210205,20210205,20210205,697,272,SO43849,20.1865
347,20210205,20210205,20210205,697,272,SO43849,4079.988
215,20210205,20210205,20210205,697,272,SO43849,20.1865
332,20210205,20210205,20210205,191,288,SO43850,419.4589
316,20210205,20210205,20210205,191,288,SO43850,874.794
324,20210205,20210205,20210205,191,288,SO43850,419.4589
326,20210205,20210205,20210205,191,288,SO43850,838.9178
314,20210205,20210205,20210205,191,288,SO43850,2146.962
262,20210205,20210205,20210205,191,288,SO43850,551.8146
270,20210205,20210205,20210205,191,288,SO43850,183.9382
319,20210205,20210205,20210205,191,288,SO43850,2624.382
317,20210205,20210205,20210205,191,288,SO43850,874.794
275,20210205,20210205,20210205,191,288,SO43850,1070.694
285,20210205,20210205,20210205,191,288,SO43850,178.5808
324,20210205,20210205,20210205,558,281,SO43851,838.9178
322,20210205,20210205,20210205,558,281,SO43851,419.4589
220,20210205,20210205,20210205,558,281,SO43851,20.1865
342,20210205,20210205,20210205,558,281,SO43851,1258.3767
212,20210205,20210205,20210205,558,281,SO43851,20.1865
262,20210205,20210205,20210205,558,281,SO43851,183.9382
315,20210205,20210205,20210205,558,281,SO43851,874.794
285,20210205,20210205,20210205,558,281,SO43851,535.7424
314,20210205,20210205,20210205,558,281,SO43851,2146.962
332,20210205,20210205,20210205,558,281,SO43851,419.4589
223,20210205,20210205,20210205,558,281,SO43851,5.1865
215,20210205,20210205,20210205,558,281,SO43851,60.5595
349,20210205,20210205,20210205,568,288,SO43852,2024.994
350,20210205,20210205,20210205,11,288,SO43853,4049.988
346,20210205,20210205,20210205,11,288,SO43853,2039.994
344,20210205,20210205,20210205,11,288,SO43853,2039.994
349,20210205,20210205,20210205,11,288,SO43853,8099.976
348,20210205,20210205,20210205,11,288,SO43853,4049.988
351,20210205,20210205,20210205,11,288,SO43853,6074.982
319,20210205,20210205,20210205,208,288,SO43854,1749.588
332,20210205,20210205,20210205,102,284,SO43855,838.9178
322,20210205,20210205,20210205,102,284,SO43855,838.9178
314,20210205,20210205,20210205,102,284,SO43855,2146.962
324,20210205,20210205,20210205,102,284,SO43855,1677.8356
285,20210205,20210205,20210205,102,284,SO43855,178.5808
326,20210205,20210205,20210205,102,284,SO43855,1258.3767
275,20210205,20210205,20210205,102,284,SO43855,713.796
334,20210205,20210205,20210205,102,284,SO43855,419.4589
264,20210205,20210205,20210205,102,284,SO43855,183.9382
342,20210205,20210205,20210205,102,284,SO43855,838.9178
262,20210205,20210205,20210205,102,284,SO43855,183.9382
316,20210205,20210205,20210205,102,284,SO43855,874.794
338,20210205,20210205,20210205,102,284,SO43855,838.9178
218,20210205,20210205,20210205,389,288,SO43856,11.40
350,20210205,20210205,20210205,389,288,SO43856,2024.994
322,20210205,20210205,20210205,533,288,SO43857,419.4589
332,20210205,20210205,20210205,533,288,SO43857,419.4589
326,20210205,20210205,20210205,533,288,SO43857,838.9178
319,20210205,20210205,20210205,533,288,SO43857,2624.382
232,20210205,20210205,20210205,533,288,SO43857,28.8404
223,20210205,20210205,20210205,533,288,SO43857,15.5595
235,20210205,20210205,20210205,533,288,SO43857,28.8404
262,20210205,20210205,20210205,533,288,SO43857,183.9382
220,20210205,20210205,20210205,533,288,SO43857,40.373
215,20210205,20210205,20210205,533,288,SO43857,20.1865
285,20210205,20210205,20210205,533,288,SO43857,357.1616
328,20210205,20210205,20210205,533,288,SO43857,419.4589
315,20210205,20210205,20210205,533,288,SO43857,1749.588
212,20210205,20210205,20210205,533,288,SO43857,40.373
326,20210205,20210205,20210205,36,281,SO43858,838.9178
324,20210205,20210205,20210205,36,281,SO43858,838.9178
342,20210205,20210205,20210205,36,281,SO43858,2097.2945
332,20210205,20210205,20210205,36,281,SO43858,419.4589
285,20210205,20210205,20210205,36,281,SO43858,357.1616
328,20210205,20210205,20210205,36,281,SO43858,1258.3767
315,20210205,20210205,20210205,36,281,SO43858,1749.588
253,20210205,20210205,20210205,36,281,SO43858,178.5808
314,20210205,20210205,20210205,36,281,SO43858,4293.924
264,20210205,20210205,20210205,36,281,SO43858,183.9382
334,20210205,20210205,20210205,36,281,SO43858,419.4589
270,20210205,20210205,20210205,36,281,SO43858,183.9382
317,20210205,20210205,20210205,36,281,SO43858,874.794
232,20210205,20210205,20210205,259,282,SO43859,28.8404
326,20210205,20210205,20210205,259,282,SO43859,419.4589
319,20210205,20210205,20210205,259,282,SO43859,2624.382
322,20210205,20210205,20210205,259,282,SO43859,838.9178
324,20210205,20210205,20210205,1,286,SO43860,838.9178
342,20210205,20210205,20210205,1,286,SO43860,419.4589
319,20210205,20210205,20210205,1,286,SO43860,1749.588
332,20210205,20210205,20210205,1,286,SO43860,838.9178
275,20210205,20210205,20210205,1,286,SO43860,356.898
326,20210205,20210205,20210205,1,286,SO43860,419.4589
285,20210205,20210205,20210205,1,286,SO43860,178.5808
338,20210205,20210205,20210205,1,286,SO43860,419.4589
314,20210205,20210205,20210205,1,286,SO43860,4293.924
270,20210205,20210205,20210205,1,286,SO43860,183.9382
328,20210205,20210205,20210205,1,286,SO43860,419.4589
317,20210205,20210205,20210205,1,286,SO43860,874.794
275,20210205,20210205,20210205,584,285,SO43861,356.898
330,20210205,20210205,20210205,584,285,SO43861,1258.3767
342,20210205,20210205,20210205,584,285,SO43861,2097.2945
338,20210205,20210205,20210205,584,285,SO43861,838.9178
262,20210205,20210205,20210205,584,285,SO43861,183.9382
232,20210205,20210205,20210205,584,285,SO43861,259.5636
332,20210205,20210205,20210205,584,285,SO43861,1677.8356
314,20210205,20210205,20210205,584,285,SO43861,2146.962
